Bedrooms,Bathrooms,Is_Brand_New,Is_Modern,Has_Parking,City_Tier,Price_Log,House_Size_Scaled,Land_Size_Scaled
5.0,4.0,1,1,0,5,18.184958410431296,1.223081392312433,-0.09461464072287246
4.0,3.0,0,0,0,4,18.420680743952367,-0.007869136219991892,-0.08577826172711396
3.0,3.0,0,0,1,3,17.09265529095645,-0.7021252343122796,-0.18297843068045777
4.0,4.0,0,0,0,2,17.312018119430753,-0.20482122078517986,-0.22716032565925046
4.0,4.0,0,0,0,5,18.132998671500584,-0.06695476158954829,0.6122956789378101
3.0,2.0,0,0,0,2,17.19990082131005,-0.7203433021345594,-0.3376150631062321
4.0,3.0,0,1,0,5,17.785802471516394,-0.27867825249712536,-0.35970601059562846
6.0,4.0,0,0,0,6,18.51599092375669,0.2383209694864931,0.2190768136265555
4.0,2.0,0,0,0,1,16.796129193708218,-0.5002493476329618,0.0821129391922982
6.0,6.0,0,0,0,5,18.83939107881055,-0.2309173719900673,0.011421907226229875
3.0,2.0,1,0,0,2,16.972510979114386,-0.8547630998503002,-0.5541063485023162
4.0,2.0,0,0,0,6,17.296750647299966,-0.007869136219991892,-0.22716032565925046
4.0,4.0,0,0,0,2,17.312018119430753,-0.10634517850258589,-0.35970601059562846
5.0,2.0,0,0,0,2,17.09265529095645,0.011826072236526907,-0.19623299917409562
3.0,2.0,0,0,0,3,16.929025867174648,-0.7572718179905322,-0.4038879055744211
4.0,4.0,0,0,0,5,18.05683731053502,0.2383209694864931,0.7448413638741882
4.0,3.0,0,0,0,5,17.893048001869992,-0.2540592419264769,-0.22716032565925046
3.0,2.0,1,0,0,3,17.111347423968603,-0.8769202093638838,-0.5806154854895917
4.0,3.0,0,0,1,6,17.822843743196746,0.0413688849213051,-0.1387965357016651
4.0,2.0,1,1,0,5,17.19990082131005,-0.20482122078517986,-0.5982882434811089
4.0,3.0,0,1,0,4,19.755681810684706,0.976891286605948,4.1910291722200155
2.0,2.0,0,1,0,6,17.64415195445337,-0.9433915379046348,-0.22716032565925046
3.0,2.0,0,0,1,5,17.822843743196746,-0.2540592419264769,1.1424784186833221
8.0,8.0,0,1,0,4,19.583831553758046,2.946412132257828,1.540115473492456
6.0,4.0,1,0,0,6,18.184958410431296,0.2875589906277901,-0.05043274574407979
5.0,5.0,0,1,0,4,18.132998671500584,0.3860350329103841,-0.5629427274980747
4.0,4.0,1,0,0,5,17.622173047734595,0.4254254498234217,-0.47457893754048935
3.0,2.0,1,1,0,2,16.99356438831222,-0.8941535167633379,-0.4038879055744211
3.0,2.0,0,0,0,6,17.034386382832476,-0.8449154956220408,-0.4834153165362479
3.0,2.0,0,0,0,2,16.90655301132259,-0.8124184016687848,-0.3906333370807833
6.0,6.0,0,0,0,5,18.132998671500584,0.7272545194195723,-0.20948756766773344
5.0,4.0,1,1,0,3,17.958645284355807,0.2383209694864931,-0.1387965357016651
4.0,4.0,0,1,0,2,17.19990082131005,-0.5002493476329618,-0.5806154854895917
4.0,4.0,0,1,0,3,17.553180176247643,-0.27867825249712536,-0.4834153165362479
4.0,4.0,0,1,0,5,18.469470908121796,0.4845110751929781,-0.4038879055744211
3.0,2.0,0,0,0,3,17.64415195445337,-0.5002493476329618,0.03793104421350554
5.0,4.0,0,0,0,4,17.98989782785991,0.1152259166332506,-0.08577826172711396
3.0,2.0,0,0,1,4,17.216707939626428,-0.007869136219991892,-0.2536694626465261
3.0,2.0,0,0,0,1,16.951004773893423,-0.7464394533394468,-0.2713422206380431
3.0,2.0,1,1,1,3,17.073607095985757,-0.8941535167633379,-0.22716032565925046
4.0,2.0,1,0,0,1,17.1296965626368,-0.6972014321981498,0.12629483417109086
6.0,2.0,0,0,0,4,17.281246460764002,-0.37715429477971935,-0.4215606635659382
3.0,1.0,0,0,0,3,18.165788494323575,-0.5987253899155558,-0.2112548434668851
4.0,3.0,0,1,0,3,17.50439001207821,0.0906069060626021,-0.4038879055744211
4.0,2.0,0,0,0,6,18.705859686186027,0.2383209694864931,1.2529331561303039
3.0,3.0,0,0,1,5,17.281246460764002,-0.5002493476329618,-0.5806154854895917
5.0,7.0,0,1,0,5,19.519293032620475,2.946412132257828,1.6284792634500413
6.0,6.0,1,1,0,4,18.246327356807587,1.567747540301512,-0.006250850765287128
5.0,5.0,1,1,0,4,18.643824295266576,0.730701180899463,-0.22716032565925046
4.0,3.0,1,1,0,4,17.840862248699423,-0.007869136219991892,-0.5806154854895917
4.0,4.0,0,0,0,3,17.565014633894645,-0.17429364767757574,-0.44806980055321377
6.0,4.0,0,0,0,4,17.47907220409392,-0.20482122078517986,-0.4701607480426101
5.0,2.0,1,1,0,3,17.43985149094064,-0.01279293833412159,-0.22716032565925046
3.0,3.0,0,0,0,1,18.31532022829454,-0.007869136219991892,3.1306636927289917
2.0,2.0,0,0,1,5,17.296750647299966,-0.8941535167633379,-0.4038879055744211
4.0,3.0,0,0,0,6,19.3761921889798,0.4845110751929781,5.25139465171104
5.0,5.0,0,1,0,5,18.75715298057358,1.173843371171136,0.7448413638741882
4.0,4.0,0,0,0,4,17.95067711470663,0.4845110751929781,-0.4038879055744211
4.0,3.0,0,0,0,5,18.60300230074632,-0.5987253899155558,1.0982965237045295
4.0,5.0,0,1,0,4,18.41566820212882,0.5829871174755721,-0.22716032565925046
5.0,3.0,0,1,0,5,18.064005800013632,0.0906069060626021,-0.44806980055321377
4.0,3.0,0,1,0,3,17.47907220409392,-0.3451495810378763,-0.5523390727031644
4.0,1.0,0,0,1,5,17.216707939626428,-0.5002493476329618,-0.05043274574407979
4.0,3.0,0,1,0,3,17.599700191882537,0.2383209694864931,-0.22716032565925046
3.0,2.0,1,1,0,2,16.972510979114386,-0.7956774744807439,-0.23599670465500894
2.0,1.0,1,0,0,1,16.600521800202614,-0.7464394533394468,-0.35970601059562846
4.0,3.0,0,1,0,3,17.576710673657836,-0.03248814679064039,-0.5806154854895917
5.0,5.0,0,1,0,6,19.209138104316636,1.469271498018918,0.6564775739166029
3.0,3.0,0,0,0,3,17.034386382832476,-0.7710584639100954,-0.4038879055744211
4.0,4.0,0,0,0,4,17.14771506813948,-0.9926295590459319,-0.1387965357016651
5.0,2.0,0,0,0,1,17.622173047734595,-0.2540592419264769,-0.22716032565925046
3.0,2.0,0,0,0,3,16.733281290048552,-0.9325591732535495,-0.2713422206380431
4.0,4.0,0,1,0,4,18.03501826314038,-0.20482122078517986,-0.5452699695065576
4.0,2.0,0,0,1,1,19.11382792451231,-0.2540592419264769,2.423753373068309
8.0,6.0,0,0,1,2,17.72753356339242,-0.007869136219991892,-0.24925127314864678
3.0,2.0,0,1,0,4,17.341871082580436,-0.6233444004862043,-0.27576041013592245
5.0,4.0,1,1,0,5,17.822843743196746,-0.007869136219991892,-0.4038879055744211
4.0,4.0,1,1,0,4,18.184958410431296,0.2777113863995307,0.3030224140862615
5.0,5.0,0,1,0,5,18.75715298057358,1.223081392312433,0.7448413638741882
6.0,5.0,0,0,0,5,19.11382792451231,1.469271498018918,1.3633878935772854
4.0,4.0,0,1,0,2,18.75715298057358,0.878415244323354,0.2146586241286762
5.0,4.0,0,0,1,4,17.296750647299966,0.4845110751929781,0.020258286221988532
4.0,3.0,0,0,1,5,17.622173047734595,-0.5125588529182861,-0.7705976338984002
4.0,4.0,0,1,0,3,17.599700191882537,-0.10634517850258589,-0.22716032565925046
4.0,3.0,1,1,0,2,17.717483227538917,-0.08172616793193739,-0.5806154854895917
4.0,3.0,0,0,1,1,16.929025867174648,-1.0418675801872288,-0.8059431498814342
5.0,3.0,0,0,0,4,17.676240269004868,0.5879109195897018,0.0821129391922982
5.0,4.0,0,0,0,4,17.665658159674333,-0.007869136219991892,-0.22716032565925046
5.0,4.0,0,0,0,6,19.008467408854486,0.878415244323354,0.10420388668169453
2.0,1.0,0,0,0,1,16.61887093887081,-1.0344818770160342,-0.5010880745277649
4.0,4.0,0,0,0,4,17.875953568510692,-0.15558319964388287,-0.3155241156168358
3.0,2.0,0,0,0,2,17.073607095985757,-0.8941535167633379,0.6564775739166029
5.0,5.0,1,1,0,4,18.132998671500584,0.3860350329103841,-0.5629427274980747
3.0,3.0,1,1,1,2,16.951004773893423,-0.8941535167633379,-0.5806154854895917
4.0,3.0,0,1,0,2,17.16541464523888,-0.7956774744807439,-0.7573430654047624
3.0,2.0,1,1,0,2,16.99356438831222,-0.8941535167633379,-0.49225169553200643
4.0,3.0,0,0,0,5,19.33697147582652,0.976891286605948,0.6564775739166029
4.0,4.0,0,1,0,5,18.105969999112666,-0.08172616793193739,-0.20948756766773344
3.0,2.0,0,0,0,3,17.073607095985757,-0.8941535167633379,-0.22716032565925046
3.0,2.0,0,0,0,4,17.399029496420383,-0.7464394533394468,-0.22716032565925046
6.0,3.0,0,0,0,5,17.858561825798823,0.2875589906277901,-0.03275998775256279
4.0,2.0,1,1,0,2,17.47907220409392,-0.5455483270829551,-0.5806154854895917
